[DOMAIN:标签] [CAT:人物/对象] 1girl | 1个女孩
[DOMAIN:标签] [CAT:人物/头发发型] split_ponytail | 分叉马尾
[DOMAIN:标签] [CAT:人物/翅膀] cetacean_tail | 鲸尾
[DOMAIN:标签] [CAT:人物/嘴巴] adam's_apple | 喉结
[DOMAIN:标签] [CAT:人物/翅膀] green_tail | 绿色尾巴
[DOMAIN:标签] [CAT:人物/性器官] futa_without_pussy | 无阴户扶她
[DOMAIN:标签] [CAT:人物/头发发型] crystal_hair | 水晶发
[DOMAIN:标签] [CAT:人物/头发发型] short_tail | 短尾
[DOMAIN:标签] [CAT:人物/胸部] breast_conscious | 胸部凸显
[DOMAIN:标签] [CAT:人物/性器官] dark_anus | 暗色肛门
[DOMAIN:标签] [CAT:人物/性器官] micropenis | 微型阴茎
[DOMAIN:标签] [CAT:人物/嘴巴] scar_on_mouth | 嘴部疤痕
[DOMAIN:标签] [CAT:人物/指甲] sharp_toenails | 尖趾甲
[DOMAIN:标签] [CAT:人物/身材] weight_conscious | 体重焦虑
[DOMAIN:标签] [CAT:人物/腿部] arthropod_limbs | 节肢动物肢体
[DOMAIN:标签] [CAT:人物/嘴巴] claw_marks | 爪痕
[DOMAIN:标签] [CAT:人物/身份（职业）] jimiko | 地味子
[DOMAIN:标签] [CAT:人物/对象] monkey_ears | 猴耳
[DOMAIN:标签] [CAT:人物/面部] mole_above_mouth | 上唇痣
[DOMAIN:标签] [CAT:人物/面部] uvula | 小舌
[DOMAIN:标签] [CAT:人物/腰部] musky_butt | 麝香臀
[DOMAIN:标签] [CAT:人物/对象] heartbeat | 心跳
[DOMAIN:标签] [CAT:人物/皮肤] star_tattoo | 星形纹身
[DOMAIN:标签] [CAT:人物/胸部] breast_expansion | 胸部膨胀
[DOMAIN:标签] [CAT:人物/眼睛] tired_eyes | 疲惫双眼
[DOMAIN:标签] [CAT:人物/性器官] futa_on_male | 男体扶她
[DOMAIN:标签] [CAT:人物/眼睛] mechanical_eye | 机械义眼
[DOMAIN:标签] [CAT:人物/性器官] clitoris_piercing | 阴蒂穿刺
[DOMAIN:标签] [CAT:人物/身份（职业）] bartender | 调酒师
[DOMAIN:标签] [CAT:人物/对象] light-skinned_male | 浅肤色男性
[DOMAIN:标签] [CAT:人物/对象] yordle | 约德尔人
[DOMAIN:标签] [CAT:人物/性器官] long_labia | 长阴唇
[DOMAIN:标签] [CAT:人物/头发发型] glowing_hair | 发光发丝
[DOMAIN:标签] [CAT:人物/对象] text_on_body | 身体文字
[DOMAIN:标签] [CAT:人物/翅膀] grey_wings | 灰色翅膀
[DOMAIN:标签] [CAT:人物/胸部] sparse_chest_hair | 稀疏胸毛
[DOMAIN:标签] [CAT:人物/性器官] cum_dripping_from_penis | 阴茎滴精
[DOMAIN:标签] [CAT:人物/面部] puffy_cheeks | 鼓腮
[DOMAIN:标签] [CAT:人物/对象] sick | 生病
[DOMAIN:标签] [CAT:人物/身材] tall | 高大体型
[DOMAIN:标签] [CAT:人物/指甲] brown_nails | 棕色指甲
[DOMAIN:标签] [CAT:人物/头发发型] liquid_hair | 液体头发
[DOMAIN:标签] [CAT:人物/嘴巴] blue_lipstick | 蓝色唇彩
[DOMAIN:标签] [CAT:人物/翅膀] fiery_horns | 火焰角
[DOMAIN:标签] [CAT:人物/性器官] no_testicles | 无睾丸
[DOMAIN:标签] [CAT:人物/身份（职业）] detective | 侦探
[DOMAIN:标签] [CAT:人物/性器官] penis_peek | 阴茎窥视
[DOMAIN:标签] [CAT:人物/头发发型] braided_pigtails | 双麻花辫
[DOMAIN:标签] [CAT:人物/性器官] half-spread_pussy | 半张开阴部
[DOMAIN:标签] [CAT:人物/身份（职业）] elezen | 精灵族
[DOMAIN:标签] [CAT:人物/对象] headless | 无头
[DOMAIN:标签] [CAT:人物/头发发型] side_drill | 侧钻
[DOMAIN:标签] [CAT:人物/眼睛] v-shaped_eyes | V形眼睛
[DOMAIN:标签] [CAT:人物/头发发型] rainbow_hair | 彩虹发
[DOMAIN:标签] [CAT:人物/年龄] character_age | 角色年龄
[DOMAIN:标签] [CAT:人物/胸部] dark_areolae | 深色乳晕
[DOMAIN:标签] [CAT:人物/面部] runny_makeup | 花妆
[DOMAIN:标签] [CAT:人物/腹部] mole_on_stomach | 腹部痣
[DOMAIN:标签] [CAT:人物/身材] underbutt | 臀下缘
[DOMAIN:标签] [CAT:人物/翅膀] orange_tail | 橙色尾巴
[DOMAIN:标签] [CAT:人物/身份（职业）] devil_fruit_power | 恶魔果实能力
[DOMAIN:标签] [CAT:人物/胸部] pointy_breasts | 尖锥形胸部
[DOMAIN:标签] [CAT:人物/身份（职业）] genderswap_(otf) | 性别转换（OTF）
[DOMAIN:标签] [CAT:人物/胸部] colored_nipples | 有色乳头
[DOMAIN:标签] [CAT:人物/眼睛] squinting | 眯眼
[DOMAIN:标签] [CAT:人物/头发发型] short_sidetail | 短侧马尾
[DOMAIN:标签] [CAT:人物/身份（职业）] bear_boy | 熊少年
[DOMAIN:标签] [CAT:人物/腿部] tail_around_own_leg | 盘绕自己腿部的尾巴
[DOMAIN:标签] [CAT:人物/腿部] hairy_legs | 毛茸茸双腿
[DOMAIN:标签] [CAT:人物/性器官] huge_testicles | 巨大睾丸
[DOMAIN:标签] [CAT:人物/身份（职业）] belly_dancer | 肚皮舞者
[DOMAIN:标签] [CAT:人物/面部] weasel_ears | 鼬耳
[DOMAIN:标签] [CAT:人物/眼睛] green_sclera | 绿色巩膜
[DOMAIN:标签] [CAT:人物/头发发型] snake_hair | 蛇发
[DOMAIN:标签] [CAT:人物/舌头] saliva_drip | 垂涎
[DOMAIN:标签] [CAT:人物/牙齿] no_mask | 未佩戴口罩
[DOMAIN:标签] [CAT:人物/翅膀] tapir_tail | 貘尾
[DOMAIN:标签] [CAT:人物/身份（职业）] undead | 不死族
[DOMAIN:标签] [CAT:人物/身份（职业）] nekomusume | 猫娘
[DOMAIN:标签] [CAT:人物/脸型] multiple_heads | 多头
[DOMAIN:标签] [CAT:人物/翅膀] glowing_wings | 发光翅膀
[DOMAIN:标签] [CAT:人物/头发发型] braided_sidelock | 编辫侧发
[DOMAIN:标签] [CAT:人物/对象] fish_boy | 鱼人少年
[DOMAIN:标签] [CAT:人物/身份（职业）] onmyouji | 阴阳师
[DOMAIN:标签] [CAT:人物/年龄] age_regression | 年龄退化
[DOMAIN:标签] [CAT:人物/身份（职业）] native_american | 美洲原住民
[DOMAIN:标签] [CAT:人物/对象] no_tail | 无尾
[DOMAIN:标签] [CAT:人物/头发发型] drill_ponytail | 钻头马尾
[DOMAIN:标签] [CAT:人物/头发发型] hair_extensions | 接发
[DOMAIN:标签] [CAT:人物/对象] gills | 鳃
[DOMAIN:标签] [CAT:人物/指甲] bandaged_wrist | 绷带手腕
[DOMAIN:标签] [CAT:人物/头发发型] asymmetrical_sidelocks | 不对称侧发
[DOMAIN:标签] [CAT:人物/身材] alternate_muscle_size | 交替肌肉尺寸
[DOMAIN:标签] [CAT:人物/身份（职业）] tengu | 天狗
[DOMAIN:标签] [CAT:人物/眉毛] mismatched_eyebrows | 不对称眉毛
[DOMAIN:标签] [CAT:人物/翅膀] glowing_horns | 发光角
[DOMAIN:标签] [CAT:人物/面部] large_ears | 大耳朵
[DOMAIN:标签] [CAT:人物/腿部] crocodilian_tail | 鳄鱼尾
[DOMAIN:标签] [CAT:人物/身份（职业）] audience | 观众
[DOMAIN:标签] [CAT:人物/面部] backbeard | 背面胡须
[DOMAIN:标签] [CAT:人物/脸型] object_head | 物体头部
[DOMAIN:标签] [CAT:人物/翅膀] animal_tail | 动物尾巴
[DOMAIN:标签] [CAT:人物/胸部] lactation_through_clothes | 透衣泌乳
[DOMAIN:标签] [CAT:人物/眼睛] flower_in_eye | 眼中花
[DOMAIN:标签] [CAT:人物/性器官] knotted_penis | 打结阴茎
[DOMAIN:标签] [CAT:人物/身份（职业）] astronaut | 宇航员
[DOMAIN:标签] [CAT:人物/头发发型] light_hair | 浅色头发
[DOMAIN:标签] [CAT:人物/皮肤] glowing_tattoo | 发光纹身
[DOMAIN:标签] [CAT:人物/头发发型] hair_on_horn | 角上挂发
[DOMAIN:标签] [CAT:人物/翅膀] green_horns | 绿色犄角
[DOMAIN:标签] [CAT:人物/翅膀] leopard_tail | 豹尾
[DOMAIN:标签] [CAT:人物/身份（职业）] girlfriend_(kari) | 女友 (临时)
[DOMAIN:标签] [CAT:人物/皮肤] black_scales | 黑色鳞片
[DOMAIN:标签] [CAT:人物/胸部] between_pectorals | 胸肌之间
[DOMAIN:标签] [CAT:人物/面部] owl_ears | 猫头鹰耳
[DOMAIN:标签] [CAT:人物/身份（职业）] clown | 小丑
[DOMAIN:标签] [CAT:人物/头发发型] long_sidelocks | 长鬓发
[DOMAIN:标签] [CAT:人物/头发发型] ribbon_braid | 缎带编发
[DOMAIN:标签] [CAT:人物/眼睛] halo_behind_head | 脑后光环
[DOMAIN:标签] [CAT:人物/瞳孔] solid_circle_pupils | 实心圆形瞳孔
[DOMAIN:标签] [CAT:人物/头发发型] official_alternate_hair_color | 官方异色发
[DOMAIN:标签] [CAT:人物/嘴巴] stitched_mouth | 缝合嘴
[DOMAIN:标签] [CAT:人物/身份（职业）] super_saiyan_1 | 超级赛亚人1
[DOMAIN:标签] [CAT:人物/对象] robotic_arm | 机械臂
[DOMAIN:标签] [CAT:人物/对象] eldritch_abomination | 邪神造物
[DOMAIN:标签] [CAT:人物/对象] fully_clothed_male | 衣着完整男性
[DOMAIN:标签] [CAT:人物/面部] panther_ears | 豹耳
[DOMAIN:标签] [CAT:人物/皮肤] metal_skin | 金属皮肤
[DOMAIN:标签] [CAT:人物/指甲] fake_nails | 美甲
[DOMAIN:标签] [CAT:人物/瞳孔] purple_pupils | 紫色瞳孔
[DOMAIN:标签] [CAT:人物/舌头] purple_tongue | 紫色舌头
[DOMAIN:标签] [CAT:人物/身份（职业）] waiter | 服务生
[DOMAIN:标签] [CAT:人物/头发发型] detached_hair | 分离发束
[DOMAIN:标签] [CAT:人物/身份（职业）] motherly | 母性
[DOMAIN:标签] [CAT:人物/面部] cheekbones | 颧骨
[DOMAIN:标签] [CAT:人物/身份（职业）] red_oni | 赤鬼
[DOMAIN:标签] [CAT:人物/身份（职业）] wife | 人妻
[DOMAIN:标签] [CAT:人物/鼻子] long_nose | 长鼻子
[DOMAIN:标签] [CAT:人物/指甲] black_fingernails | 黑色指甲
[DOMAIN:标签] [CAT:人物/身份（职业）] youtuber | 视频博主
[DOMAIN:标签] [CAT:人物/性器官] precum_drip | 先走液滴落
[DOMAIN:标签] [CAT:人物/眼睛] blind | 盲人
[DOMAIN:标签] [CAT:人物/对象] bird_boy | 鸟少年
[DOMAIN:标签] [CAT:人物/翅膀] jaguar_tail | 美洲豹尾巴
[DOMAIN:标签] [CAT:人物/头发发型] ring_hair_extensions | 环形接发
[DOMAIN:标签] [CAT:人物/眼睛] wavy_eyes | 波浪眼
[DOMAIN:标签] [CAT:人物/年龄] onii-shota | 兄正太
[DOMAIN:标签] [CAT:人物/腿部] between_toes | 脚趾间
[DOMAIN:标签] [CAT:人物/对象] cable_tail | 电缆尾巴
[DOMAIN:标签] [CAT:人物/对象] rayman_limbs | 雷曼四肢
[DOMAIN:标签] [CAT:人物/皮肤] arm_scar | 手臂疤痕
[DOMAIN:标签] [CAT:人物/身份（职业）] newtype | 新人类
[DOMAIN:标签] [CAT:人物/身份（职业）] jester | 宫廷小丑
[DOMAIN:标签] [CAT:人物/对象] alpaca_ears | 羊驼耳
[DOMAIN:标签] [CAT:人物/对象] pink_horns | 粉色犄角
[DOMAIN:标签] [CAT:人物/眼睛] mismatched_sclera | 异色巩膜
[DOMAIN:标签] [CAT:人物/身材] long_neck | 长颈
[DOMAIN:标签] [CAT:人物/身份（职业）] otaku | 御宅族
[DOMAIN:标签] [CAT:人物/头发发型] lone_nape_hair | 后颈独发
[DOMAIN:标签] [CAT:人物/眼睛] teardrop_tattoo | 泪滴纹身
[DOMAIN:标签] [CAT:人物/眼睛] dashed_eyes | 虚线眼睛
[DOMAIN:标签] [CAT:人物/面部] sparse_stubble | 稀疏胡茬
[DOMAIN:标签] [CAT:人物/腿部] multiple_legs | 多条腿
[DOMAIN:标签] [CAT:人物/牙齿] forehead_tattoo | 额头纹身
[DOMAIN:标签] [CAT:人物/身份（职业）] masochism | 受虐倾向
[DOMAIN:标签] [CAT:人物/面部] long_earlobes | 长耳垂
[DOMAIN:标签] [CAT:人物/性器官] anal_fluid | 肛门液
[DOMAIN:标签] [CAT:人物/腿部] blood_on_leg | 腿部血迹
[DOMAIN:标签] [CAT:人物/性器官] erect_clitoris | 勃起阴蒂
[DOMAIN:标签] [CAT:人物/身材] height | 身高
[DOMAIN:标签] [CAT:人物/胸部] huge_pectorals | 巨硕胸肌
[DOMAIN:标签] [CAT:人物/牙齿] showing_teeth | 露齿
[DOMAIN:标签] [CAT:人物/年龄] age_comparison | 年龄对比
[DOMAIN:标签] [CAT:人物/面部] rice_on_face | 脸上饭粒
[DOMAIN:标签] [CAT:人物/性器官] mechanical_arm | 机械臂
[DOMAIN:标签] [CAT:人物/鼻子] red_nose | 红鼻子
[DOMAIN:标签] [CAT:人物/头发发型] sidelocks_tied_back | 鬓发后束
[DOMAIN:标签] [CAT:人物/头发发型] kishimen_hair | 切齐发
[DOMAIN:标签] [CAT:人物/性器官] bear_tail | 熊尾
[DOMAIN:标签] [CAT:人物/面部] very_long_beard | 超长胡须
[DOMAIN:标签] [CAT:人物/头发发型] hair_color_connection | 发色关联
[DOMAIN:标签] [CAT:人物/头发发型] detached_ahoge | 分离呆毛
[DOMAIN:标签] [CAT:人物/胸部] breast_milk | 母乳
[DOMAIN:标签] [CAT:人物/腿部] dirty_feet | 脏脚
[DOMAIN:标签] [CAT:人物/瞳孔] green_pupils | 绿色瞳孔
[DOMAIN:标签] [CAT:人物/对象] reptile_girl | 爬虫类女孩
[DOMAIN:标签] [CAT:人物/对象] living_sex_toy | 活体性玩具
[DOMAIN:标签] [CAT:人物/头发发型] bunching_hair | 束发
[DOMAIN:标签] [CAT:人物/身份（职业）] employee_(project_moon) | 员工（Project Moon）
[DOMAIN:标签] [CAT:人物/头发发型] fluffy_hair | 蓬松发型
[DOMAIN:标签] [CAT:人物/面部] black_eyeliner | 黑色眼线
[DOMAIN:标签] [CAT:人物/翅膀] eastern_dragon_horns | 东方龙角
[DOMAIN:标签] [CAT:人物/性器官] heart_(organ) | 心脏（器官）
[DOMAIN:标签] [CAT:人物/对象] arachne | 阿拉克涅
[DOMAIN:标签] [CAT:人物/对象] minotaur | 弥诺陶洛斯
[DOMAIN:标签] [CAT:人物/头发发型] uneven_twintails | 不对称双马尾
[DOMAIN:标签] [CAT:人物/身份（职业）] army | 军队
[DOMAIN:标签] [CAT:人物/对象] boy_sandwich | 少年三明治
[DOMAIN:标签] [CAT:人物/胸部] oversized_breast_cup | 巨乳罩杯
[DOMAIN:标签] [CAT:人物/身份（职业）] sister_claire | 克莱尔修女
[DOMAIN:标签] [CAT:人物/眼睛] hollow_eyes | 空洞眼
[DOMAIN:标签] [CAT:人物/身份（职业）] mummy | 木乃伊
[DOMAIN:标签] [CAT:人物/性器官] covered_testicles | 遮盖睾丸
[DOMAIN:标签] [CAT:人物/身份（职业）] stripper | 脱衣舞者
[DOMAIN:标签] [CAT:人物/胸部] top_heavy | 上围丰满
[DOMAIN:标签] [CAT:人物/腿部] severed_limb | 断肢
[DOMAIN:标签] [CAT:人物/对象] ear_birthmark | 耳朵胎记
[DOMAIN:标签] [CAT:人物/对象] blood_on_bandages | 绷带上的血迹
[DOMAIN:标签] [CAT:人物/腿部] leg_scar | 腿部疤痕
[DOMAIN:标签] [CAT:人物/腹部] stomach_hair | 腹毛
[DOMAIN:标签] [CAT:人物/身份（职业）] track_and_field | 田径
[DOMAIN:标签] [CAT:人物/面部] otter_ears | 水獭耳
[DOMAIN:标签] [CAT:人物/腹部] intestines | 肠
[DOMAIN:标签] [CAT:人物/指甲] scar_on_hand | 手部伤疤
[DOMAIN:标签] [CAT:人物/皮肤] joestar_birthmark | 乔斯达家星形胎记
[DOMAIN:标签] [CAT:人物/肩部] stitched_arm | 缝合手臂
[DOMAIN:标签] [CAT:人物/翅膀] gradient_horns | 渐变角
[DOMAIN:标签] [CAT:人物/头发发型] cut_bangs | 剪齐刘海
[DOMAIN:标签] [CAT:人物/眼睛] hidden_eyes | 隐藏双眼
[DOMAIN:标签] [CAT:人物/身材] skinny_male | 消瘦男性
[DOMAIN:标签] [CAT:人物/身份（职业）] groom | 新郎
[DOMAIN:标签] [CAT:人物/嘴巴] brown_lips | 棕色嘴唇
[DOMAIN:标签] [CAT:人物/皮肤] white_scales | 白色鳞片
[DOMAIN:标签] [CAT:人物/身份（职业）] panther_girl | 豹女
[DOMAIN:标签] [CAT:人物/身材] oversized_limbs | 巨肢
[DOMAIN:标签] [CAT:人物/身份（职业）] indie_utaite | 独立歌い手
[DOMAIN:标签] [CAT:人物/身份（职业）] wizard | 巫师
[DOMAIN:标签] [CAT:人物/身材] missing_limb | 缺肢
[DOMAIN:标签] [CAT:人物/身份（职业）] japan_national_police | 日本警察厅
[DOMAIN:标签] [CAT:人物/性器官] pubic_stubble | 阴毛茬
[DOMAIN:标签] [CAT:人物/面部] no_mole | 无痣
[DOMAIN:标签] [CAT:人物/面部] blood_drip | 滴血
[DOMAIN:标签] [CAT:人物/眼睛] bloodshot_eyes | 充血眼睛
[DOMAIN:标签] [CAT:人物/对象] female_goblin | 女哥布林
[DOMAIN:标签] [CAT:人物/眼睛] compound_eyes | 复眼
[DOMAIN:标签] [CAT:人物/翅膀] gradient_wings | 渐变翅膀
[DOMAIN:标签] [CAT:人物/瞳孔] butterfly-shaped_pupils | 蝶形瞳孔
[DOMAIN:标签] [CAT:人物/皮肤] mole_on_arm | 手臂痣
[DOMAIN:标签] [CAT:人物/对象] merman | 男性人鱼
[DOMAIN:标签] [CAT:人物/身份（职业）] policeman | 警察
[DOMAIN:标签] [CAT:人物/眼睛] heart-shaped_eyes | 心形眼
[DOMAIN:标签] [CAT:人物/眼睛] eye_reflection | 眼睛倒影
[DOMAIN:标签] [CAT:人物/身份（职业）] multiple_riders | 复数骑手
[DOMAIN:标签] [CAT:人物/年龄] child_on_child | 儿童对儿童
[DOMAIN:标签] [CAT:人物/面部] webbed_hands | 蹼状手掌
[DOMAIN:标签] [CAT:人物/身份（职业）] pilot | 飞行员
[DOMAIN:标签] [CAT:人物/头发发型] ears_visible_through_hair | 透发见耳
[DOMAIN:标签] [CAT:人物/身材] thick_chest_hair | 浓密胸毛
[DOMAIN:标签] [CAT:人物/身份（职业）] valkyrie | 女武神
[DOMAIN:标签] [CAT:人物/眼睛] official_alternate_eye_color | 官方异色瞳
[DOMAIN:标签] [CAT:人物/肩部] shoulder_blush | 肩部泛红
[DOMAIN:标签] [CAT:人物/对象] anonymous_character | 匿名角色
[DOMAIN:标签] [CAT:人物/身份（职业）] priest_(ragnarok_online) | 牧师（仙境传说）
[DOMAIN:标签] [CAT:人物/对象] invisible_man | 隐形人
[DOMAIN:标签] [CAT:人物/翅膀] multicolored_tail | 彩色尾巴
[DOMAIN:标签] [CAT:人物/对象] shark_humanoid | 鲨鱼人形
[DOMAIN:标签] [CAT:人物/头发发型] wispy_bangs | 稀疏刘海
[DOMAIN:标签] [CAT:人物/腿部] greek_toe | 希腊脚
[DOMAIN:标签] [CAT:人物/指甲] bandaged_fingers | 包扎手指
[DOMAIN:标签] [CAT:人物/对象] animal_head | 动物头部
[DOMAIN:标签] [CAT:人物/对象] clothed_male_nude_male | 衣着男性与裸体男性
[DOMAIN:标签] [CAT:人物/腿部] single_bare_leg | 单腿裸露
[DOMAIN:标签] [CAT:人物/性器官] white_pubic_hair | 白色阴毛
[DOMAIN:标签] [CAT:人物/皮肤] see-through_body | 透明身躯
[DOMAIN:标签] [CAT:人物/翅膀] torn_wings | 破损翅膀
[DOMAIN:标签] [CAT:人物/身份（职业）] amesuku_gyaru | 亚梦系辣妹
[DOMAIN:标签] [CAT:人物/性器官] wet_penis | 湿润阴茎
[DOMAIN:标签] [CAT:人物/面部] drawn_ears | 绘制耳朵
[DOMAIN:标签] [CAT:人物/腹部] outie_navel | 凸肚脐
[DOMAIN:标签] [CAT:人物/面部] mark_under_both_eyes | 双眼下标记
[DOMAIN:标签] [CAT:人物/腿部] small_butt | 小臀部
[DOMAIN:标签] [CAT:人物/翅膀] pig_ears | 猪耳朵
[DOMAIN:标签] [CAT:人物/面部] mole_on_collarbone | 锁骨痣
[DOMAIN:标签] [CAT:人物/身份（职业）] nudist | 裸体主义者
[DOMAIN:标签] [CAT:人物/面部] marking_on_cheek | 脸颊标记
[DOMAIN:标签] [CAT:人物/身份（职业）] saiyan | 赛亚人
[DOMAIN:标签] [CAT:人物/指甲] winged_heart_tattoo | 翅膀心形纹身
[DOMAIN:标签] [CAT:人物/翅膀] forked_tail | 分叉尾巴
[DOMAIN:标签] [CAT:人物/头发发型] folded_hair | 折叠发
[DOMAIN:标签] [CAT:人物/翅膀] dorsal_fin | 背鳍
[DOMAIN:标签] [CAT:人物/身份（职业）] magical_boy | 魔法少年
[DOMAIN:标签] [CAT:人物/指甲] bandaid_on_thigh | 大腿上的创可贴
[DOMAIN:标签] [CAT:人物/头发发型] starry_hair | 星尘发
[DOMAIN:标签] [CAT:人物/牙齿] rooster_teeth | 公鸡牙齿
[DOMAIN:标签] [CAT:人物/对象] triplets | 三胞胎
[DOMAIN:标签] [CAT:人物/头发发型] blue_pubic_hair | 蓝色阴毛
[DOMAIN:标签] [CAT:人物/瞳孔] clock_eyes | 钟表眼瞳
[DOMAIN:标签] [CAT:人物/腿部] toe_cleavage | 脚趾缝
[DOMAIN:标签] [CAT:人物/皮肤] light-skinned_female | 浅肤色女性
[DOMAIN:标签] [CAT:人物/对象] weasel_girl | 鼬娘
[DOMAIN:标签] [CAT:人物/对象] arthropod_boy | 节肢动物男孩
[DOMAIN:标签] [CAT:人物/身材] double_amputee | 双肢截肢
[DOMAIN:标签] [CAT:人物/身材] fat_rolls | 脂肪褶皱
[DOMAIN:标签] [CAT:人物/对象] carapace | 甲壳
[DOMAIN:标签] [CAT:人物/对象] monkey_boy | 猴少年
[DOMAIN:标签] [CAT:人物/眼睛] bulging_eyes | 凸眼
[DOMAIN:标签] [CAT:人物/面部] ganguro | 辣妹妆
[DOMAIN:标签] [CAT:人物/眼睛] wide_oval_eyes | 宽椭圆眼
[DOMAIN:标签] [CAT:人物/指甲] tribal_tattoo | 部落纹身
[DOMAIN:标签] [CAT:人物/眼睛] cross-eyed | 对眼
[DOMAIN:标签] [CAT:人物/对象] brain | 大脑
[DOMAIN:标签] [CAT:人物/翅膀] alternate_wings | 替换翅膀
[DOMAIN:标签] [CAT:人物/性器官] half-erect | 半勃起
[DOMAIN:标签] [CAT:人物/身份（职业）] patient | 患者
[DOMAIN:标签] [CAT:人物/身份（职业）] monk | 僧侣
[DOMAIN:标签] [CAT:人物/胸部] alternate_pectoral_size | 交替胸围尺寸
[DOMAIN:标签] [CAT:人物/头发发型] striped_hair | 条纹发色
[DOMAIN:标签] [CAT:人物/身份（职业）] warrior | 战士
[DOMAIN:标签] [CAT:人物/面部] hyena_ears | 鬣狗耳朵
[DOMAIN:标签] [CAT:人物/腹部] butterfly_tattoo | 蝴蝶纹身
[DOMAIN:标签] [CAT:人物/头发发型] tri_braids | 三股辫
[DOMAIN:标签] [CAT:人物/对象] hole_on_body | 身体孔洞
[DOMAIN:标签] [CAT:人物/指甲] long_toenails | 长趾甲
[DOMAIN:标签] [CAT:人物/面部] single_ear_down | 单耳下垂
[DOMAIN:标签] [CAT:人物/瞳孔] star_pupils | 星形瞳孔
[DOMAIN:标签] [CAT:人物/面部] mutton_chops | 络腮胡
[DOMAIN:标签] [CAT:人物/对象] alternate_species | 异种生物
[DOMAIN:标签] [CAT:人物/头发发型] medium_sideburns | 中长鬓角
[DOMAIN:标签] [CAT:人物/身份（职业）] magician | 魔术师
[DOMAIN:标签] [CAT:人物/皮肤] self-harm_scar | 自残疤痕
